,Tweets,Translated,polarity_score,analysis_result
480,sangat keterlaluan ditengah pandemi merebaknya varian baru covid kalian berdagang menjual vaksin rakyat wajar lbp menkes meneg bumn dituntut pertanggung jawabannya sekalipun keburu dibatalkan,"it's too much in the midst of a pandemic, the outbreak of a new variant of covid, you guys are trading selling people's vaccines, it's normal, the minister of health, the minister of state-owned enterprises is required to be held accountable even though it's hastily canceled",-0.0545454545454545,Negative
481,kalau positive bukan jadi merah my friend da abes quarantine sbb covid pn still merah pegi nk amek vaksin kena patah balik sbb my sejahtera still merah,"if it's positive, it won't be red, my friend has been quarantined because of covid, but it's still red. i went to get the vaccine and had to go back because my health is still red.",0.0757575757575757,Positive
482,ipoh kluster baharu ipoh daerah kinta kluster jalan kilang satu jelapang kluster tempat kerja melibatkan pekerja pekerja sebuah kilang melibatkan kes positif covid kes banyak ipoh proses vaksin sangat lambat sumber,ipoh new cluster ipoh kinta district cluster road factory one granary workplace cluster involving workers workers of a factory involving positive covid cases many cases ipoh vaccine process very slow source,0.1124242424242424,Positive
483,huhuhu susah emg ngasih tau orang tua betapa pentingnya vaksin masker untung ibu bapak orangnya gampang kena hoax masuk sekte covid mitos,huhuhu it's hard to tell parents how important the mask vaccine is fortunately ladies and gentlemen are easy to get hoaxes into the mythical covid sect,0.1805555555555555,Positive
484,trigger gua cerita karna habis liat final nba kemaren gua bingung kok diluar stadion rame dan pake masker jaga jarak yang divaksin belum dan mesti diingat vaksin bukan jaminan seseorang tidak terinfeksi covid,triggered me to tell you because after watching the nba final yesterday i was confused why it was crowded outside the stadium and wearing a mask to keep the distance that has not been vaccinated and it must be remembered that a vaccine is not a guarantee that someone will not be infected with covid,-0.1333333333333333,Negative
485,diturunkan jelang sholat idul adha diroketkan idul adha menuding umat islam sbg biang kenaikan si covid akhirnya bisnis vaksin dilanjutkan modus terbaca,sent down ahead of the eid al-adha prayer rocketed up eid al-adha accusing muslims as the cause of the increase in the covid finally the vaccine business is resumed in legible mode,0.0,Positive
486,vaksin gelombang sinovac kali kena covid pertama akhir mei otg kedua awal juni gejala ringan demam anosmia hari total hari gejala reda semua,the first batch of the sinovac vaccine got covid at the end of may the second otg at the beginning of june mild symptoms fever anosmia day total day symptoms all subside,0.1708333333333333,Positive
487,setelah pandemi covid selesai kaum anti vaksin penganut covid hoax bakalan bilang lihat kamu vaksin gaada kena covid mana tuh covid sadar covid hilang jasa mereka yang mau vaksin,"after the covid pandemic is over, the anti-vaccine adherents of covid hoax will say look at you the vaccine doesn't get covid where is covid realizing that covid is gone the services of those who want the vaccine",0.25,Positive
488,gosip beredar covid sudah diluruskan anda malah bikin hoax baru vaksin silakan kan tuh peraturan baru ttg hoax masa pandemi bungkus,"gossip circulating about covid has been straightened out, you are making new hoaxes about vaccines, please, right, new regulations regarding hoaxes during the pandemic",0.211038961038961,Positive
489,pertanggungjawaban efek vaksin covid juli meninggal senin idul adha qurban sapi nyate zaman sherlock holmes fisika jutek nyuci nyetrika ade armando salahlangkahppkmdarurat salahlangkahppkmdarurat,accountability for the effects of the covid vaccine july died monday eid al adha qurban cow real time of sherlock holmes dirty physics washing ironing ade armando wrongstepppkmemergency wrongstepppkmemergency,-0.1333333333333333,Negative
490,vaksin alhamdulillah hidup sehat sedikit gila beberapa urusan kehidupan kehambat covid selesai,"vaccine, thank god, live healthy, a little crazy, some life affairs, covid inhibitions are over",-0.39375,Negative
491,ayooo segera vaksinasi gelombang baru covid diseluruh dunia mengakibatkan gejala berat kematian mereka belum vaksin,let's get vaccinated immediately for a new wave of covid around the world resulting in severe symptoms of death they haven't been vaccinated,0.1363636363636363,Positive
492,katanya ente vaksin kok takut covid bodoh,he said you are afraid of vaccines why are you stupid covid,-0.7,Negative
493,waktu vaksin haritu siap tunjuk botol vaksin tu cakap berapa kandungan nk cucuk tu siap sporting cakap ambik je video alhamdulillah cepat urusan ppv dewan mbpj sbb bekas pesakit covid la terpaksa tunggu lama sikit waktu pemerhatian tu,"when the vaccine is ready that day, show the vaccine bottle and tell me how much it contains. the injection is ready. take the video. alhamdulillah, the ppv of the mbpj council is fast because the former covid patient had to wait a little longer for the observation time.",0.2,Positive
494,the begining the end cancer covid dunia sepakat punya hipotesis yang menyelesaikan ini covid dendritik sel vaccine immunoterapy vaksin nusantara,the beginning the end of cancer covid the world agrees to have a hypothesis that solves this covid dendritic cell vaccine immunotherapy vaccine archipelago,0.0,Positive
495,nah nanya ty alrgi thdp komponen vaksin tu vaksin covid asma berarti bisa dpt vaksin,"so, i asked if you are allergic to the vaccine component, the covid asthma vaccine, which means you can get the vaccine",0.0,Positive
496,buat anti vaksin kasih bukti malam bagaimana harus berjuang keras membantu yang kesusahan terkena covid mereka punya apa siang bantu rumah sakit malam bacain orang yang bisa bantu semaksimal mungkin sadar woyy,"for anti-vaccine, give proof at night, how to fight hard to help those who are in trouble with covid, what do they have during the day, help the hospital at night, read the people who can help as much as possible, realize wow",-0.0138888888888888,Negative
497,maap maap bukan apa apa tetapi gua mau berdoa semoga orang gapercaya corona tetap kekeuh ngumpul gamau swab segalanya gamau vaksin tpi giring opini kalau covid gabahaya tetap ngajak ngumpul mati lo anjingggg nyusahin patuh peraturan kontolllllll,"i'm sorry, it's okay, but i want to pray that people who don't believe in corona will still be stubborn about gathering, don't want to swab everything, don't want vaccines, but sway opinions that covid-19 is not dangerous, it's still inviting people to die, you dogs make it difficult to obey the rules of cockallllllll",-0.375,Negative
498,orang gapercaya covid ngebet sangat pengen vaksin,people who don't believe in covid really want a vaccine,0.2,Positive
499,tni al lantamal vi operasikan ambulance laut dukung serbuan vaksin covid masyarakat maritim,tni al lanamal vi operates marine ambulances to support the attack on the maritime community's covid vaccine,0.0,Positive
500,mungkin baiknya kalau vaksin meninggal covid usah woro woro social media cukup hening ini membantu untuk membiarkan orang divaksin hidup memang pilihan sebaiknya tidak bikin parno lain,"maybe it's good if the vaccine dies from covid, you don't need to worry about social media, it's quiet enough, it helps to let people who are vaccinated live, it's a choice, it's better not to make another parno",0.2444444444444444,Positive
501,yes i bekas pesakit covid ve bulan lepas dah divaksin smlm ambik vaksin selepas dh habis kuarantin,"yes, i am a former covid ve patient who was vaccinated last month before taking the vaccine after finishing quarantine",-0.05,Negative
502,diterbitkan jurnal internasional new york dr terawan optimis vaksin nusantara ampuh musnahkan pandemi covid,published in the international journal new york dr terawan is optimistic that the archipelago vaccine will be effective in destroying the covid pandemic,0.1340909090909091,Positive
503,terawan akan selesaikan covid vaksin nusantara terawan akan selesaikan covid vaksin nusantara covid innovation,"terawan will solve the covid vaccine for the archipelago, terawan will finish the covid vaccine for the archipelago, covid innovation",0.1,Positive
504,fikir semua muslim kolot macam ada je muslim buat ubat malah founder biontech bekerjasama pfizer buat vaksin covid muslim berhentilah kad agama tu,"think all old muslims like there are only muslims who make medicine, even the founder of biontech cooperated with pfizer to make covid vaccine muslims, stop that religious card",0.0,Positive
505,mengutip twitnya gusbaha divaksin jangan sok rohani ngapain takut covid takut tuh sama allah vaksin diciptakan allah lewat tangan sains sunatullah diilhamkan manusia ayovaksin,"quoting gusbaha's tweet, get vaccinated. don't pretend to be spiritual.",-0.6,Negative
506,kalau polisi ketemu sama orang menyalahgunakan sertifikat vaksin alangkah baiknya dihukum seberat beratnya dengan pasal berlapis lapis kayak lapisan wafer tango minimal dipenjara covid musnah,"if the police meet someone who misuses vaccine certificates, it would be better to be punished in the strictest sense with multiple layers of articles like layers of wafer tango, at least in prison, covid will be destroyed",0.0333333333333333,Positive
507,vaksin plis vaksin vaksin vaksin just lost another family member due covid,vaccine plus vaccine vaccine vaccine just lost another family member due to covid,-0.125,Negative
508,bukan slalu bilang takut sama allah bukan covid tap ada vaksin dia nolak takut,"doesn't always say he's afraid of god, not covid, but there's a vaccine, he refuses to be afraid",-0.6,Negative
509,tante sudah vaksin kali kena covid seminggu isoman tahan batuk darah sesak dilarikan rumah sakit perawatan alhamdulillah berangsur pulih,"aunt i got the vaccine, i got covid for a week.",-0.1785714285714285,Negative
510,sayangnya covid tidak kenal tuh namanya hak masing orang setuju sangat sama contoh kamu tidak bakal makan belanja tempat dagang orang blm vaksin takut nular,"unfortunately, covid doesn't know the name of everyone's right to agree very much with the example you won't eat, shop, trade, people who haven't been vaccinated are afraid of being infected",-0.3666666666666667,Negative
511,memperoleh sekurang kurangnya satu dos vaksin covid layak menjadi sukarelawan,get at least one dose of covid vaccine is eligible to volunteer,-0.3,Negative
512,vaksin pertama sehat orangtua vaksin lengkap hari mama dinyatakan positif covid sudah seminggu demam batuk tidak gejala berarti kaya batuk demam biasa sedang papah negatif,"the first vaccine is healthy for parents, a complete vaccine on mother's day tested positive for covid. it's been a week of fever, cough, no symptoms, which means it's like a cough with an ordinary fever, while it's negative",0.1288961038961038,Positive
513,andil pemuda indonesia balik terciptanya vaksin covid astrazeneca hasil kerja indra rudiansyah mahasiswa universitas oxford indra tergabung bersama tim jenner institute pimpinan profesor sarah gilbert,"indonesian youth contributed to the creation of the astrazeneca covid vaccine, the work of indra rudiansyah, a student at the university of oxford, indra joined the jenner institute team led by professor sarah gilbert",0.0,Positive
514,kesian jadi rakyat malaysia ni nak takut leh survive nak takut polis nak takut covid pastu nak takut pulak orang cucuk vaksin kosong apa la nasib,it's a pity that malaysians want to be afraid of surviving. they want to be afraid of the police. they want to be afraid of covid. they want to be afraid of people injecting empty vaccines. what's the fate?,-0.6,Negative
515,mengenal indra rudiansyah pemuda indonesia terlibat pengembangan vaksin covid astrazeneca sosok pemuda indonesia indra rudiansyah turuut berpartisipasi pengembangan vaksin covid,getting to know indra rudiansyah indonesian youth involved in the development of the astrazeneca covid vaccine indonesian youth figure indra rudiansyah participated in the development of the covid vaccine,0.0,Positive
516,info katanya langsung ditelen pantes pandemi satu tahun lebih masih anggap covid konspirasi china yang dibahas apa pemerintah bantu rakyat apa ini apa upaya vaksin bansos rumah sakit darurat memang sempurna jelas upaya banyak bantu rakyat,"the info, he said, was immediately swallowed, no wonder the pandemic has been in place for more than a year, they still think it's a chinese conspiracy that is being discussed, is the government helping the people, is this an emergency hospital social assistance vaccine, it's perfect, obviously, lots of efforts to help the people",0.1777777777777777,Positive
517,pasokan vaksin covid baik vaksinasi massal gratis pemerintah maupun vaksinasi gotong royong terus berdatangan target juta suntikan per hari diharapkan terpenuhi kekebalan komunal cepat terbentuk humaniora adadikompas,"the supply of covid vaccines, both the government's free mass vaccinations and mutual cooperation vaccinations, continues to arrive, the target of million injections per day is expected to be fulfilled.",0.2111111111111111,Positive
518,assesment paling lama assessment vaksin covid ni adeh,the longest assessment of this covid vaccine assessment is okay,0.0,Positive
519,mahasiswanya banyak gapercaya covid gamau vaksin kok mau kkn tema melawan covid aneh,"many of the students don't believe in covid, but don't want vaccines, how come you want the theme to fight covid-19, it's strange",-0.05,Negative
520,vaksin covid ni betul betul la,this covid vaccine is right,0.2857142857142857,Positive
521,once again i lost people that i know because of covid please siapapun ayo vaksin segera tercapai prosentasenya terus bisa mulai hidup baru lebih damai,"once again i lost people that i know because of covid please whoever, come on, the vaccine will reach the percentage soon, so you can start living a new, more peaceful life",0.2954545454545454,Positive
522,riau dikirimi ribu vaksin prioritas daerah tertinggi covid gubri vaksinasi pekanbaru ditingkatkan,"thousands of vaccines were sent to riau, the highest priority area for covid-19, governor of pekanbaru, increased vaccination",0.0,Positive
523,penerima vaksin covid dosis pertama ri capai juta orang staytunedelshinta,recipients of ri's first dose of covid vaccine reach millions of people staytunedelshinta,0.25,Positive
524,kebetulan bokap diabet hipertensi after stroke enyak dua lansia sudah vaksin lengkap sebulan minggu kena covid serumah semua orang trmasuk istri anak terpapar gejala ringan termasuk senior ini,"coincidentally, the father has diabetes, hypertension, after stroke, two elderly people have had complete vaccines for a month, they have contracted covid at home, everyone, including their wives, children, are exposed to mild symptoms, including this senior",0.2166666666666666,Positive
525,dituding joe biden membunuh facebook klaim amerika gagal penuhi tujuan vaksin covid joebiden facebook biden medsos bidenbucks vaksinasicovid vaksinasinasional vaksincovid america covid usa news info beritaterkini beritahariini,joe biden accused of killing facebook claims america failed to meet covid vaccine goal joebiden facebook biden social media bidenbucks vaccinationcovid vaccination national vaccinecovid america covid usa news info latest news today's news,-0.2333333333333333,Negative
526,untuk melawan covid beberapa perlu dilakukan percepatan vaksin menjalani kehidupan new normal melalui penerapan protokol kesehatan yang ketat tutur hendi pdiperjuangan solidbergerak,"to fight covid-19, it is necessary to accelerate vaccines to live a new normal life through the implementation of strict health protocols, said hendi pdiperjuangan solid move",0.1409090909090909,Positive
527,terbaru badan intelijen negara bin memberikan bantuan mengirimkan mobile laboratorium covid ibu kota jawa tengah itu bin turut menyuplai vaksin pelajar smp sma masyarakat umum kota semarang senin pdiperjuangan,"the latest state intelligence agency bin is providing assistance sending a mobile covid laboratory, the capital of central java, bin is also supplying vaccines for junior high school students to the general public in semarang city monday during the struggle",0.11,Positive
528,vaksin lulus ujinya tahunan ditempat kerja vaksin sinopham blm seminggu orang langsung terpapar covid,the vaccine has passed its annual test at the work site. the sinopham vaccine hasn't been exposed to covid for a week,0.0,Positive
529,malaysia dh start beli jj dgan sinopharm vaksin tu dijangka ke malaysia tahun hadapan tambahan sahaja,"malaysia has already started buying jj with sinopharm, the vaccine is expected to be added to malaysia next year only",0.0,Positive
530,data membuktikan sebagian besar korban covid mereka belum vaksin jadi jangan ditunda ya,"the data proves that most of the victims of covid have not been vaccinated, so don't delay",0.4,Positive
531,faheem siapa endorse propaganda vaksin semoga bisnis vaksin segera mendapatkan keuntungan sangat besar pandemi covid segera berakhir,"faheem, who endorses vaccine propaganda, i hope that the vaccine business will soon get huge profits, the covid pandemic will end soon",0.15,Positive
532,orang orang yang gmw divaksin doktrin pikiran ih ati taun penyakitan hati kalau habis vaksin biasanya malah covid hati dari minyak babi bodo kulo percoyo teng gusti allah umur takdir lan sembarang wes diatur tgsku mek usaha berpasrah diri,people who are gmw are vaccinated with the doctrine of the mind.,-0.25,Negative
533,vaksinasi covid tahap berikut persyaratanya melakukan vaksin pertama vaksin sinovac sehat sedang hamil melakukan pendaftaran melalui,the following stage of the covid vaccination the requirements are to do the first vaccine the healthy sinovac vaccine while pregnant register via,0.2708333333333333,Positive
534,udaahh vaksin gelombang pertama januari praktek klinik rumah sakit gaada efek samping apa laper wkwk terus tanggal juli positif covid gejala ringan ajaaa sekarang dah sehat tinggal nunggu pcr yok vaksin teman nggausah takut,"already the first batch of vaccines in january, hospital clinic practice, no side effects, what are you hungry, then the july date is positive for covid, mild symptoms, now you're healthy, you just have to wait for the pcr, don't worry about the vaccine, friends.",0.3221212121212121,Positive
535,doa jahat kalau covid mencintainya adalah kekebalan hidup covid tidak harus mati vaksin jugak menggunakan covid sudah lemahkan,the evil prayer if covid loves him is the living immunity of covid doesn't have to die the vaccine also uses covid already weakened,-1.0,Negative
536,kalau kena covid mati akan hantui hidup nurse cucuk vaksin st dose tu,"if you get covid and die, it will haunt the life of the nurse who injected the st dose vaccine",-0.2,Negative
537,w dah vaksin sekarang positif covid alhamdulillah gejalanya ringan sangat cuman kehilangan penciuman doang,"now the vaccine is positive for covid, thank god, the symptoms are very mild, only loss of smell",0.2202020202020202,Positive
538,tetap berdoa trus mbak buat kedua ortu sama allah mau vaksin sama percaya covid nyata,"keep praying then sis for both parents and god, want a vaccine and believe that covid is real",0.2,Positive
539,rombongan wn jepang pergi kampung halaman tuk divaksin nyerobot vaksin nasional dibilang indonesia neraka pas balik indonesia wah wn jepang pembawa covid memang selalu tidak ada betul dimata sjw,"the group of japanese wn went to their hometown to be vaccinated and snatched the national vaccine, they said indonesia was hell when they returned to indonesia, wow, wn, the japanese carriers of covid really don't exist in sjw's eyes",-0.0107142857142857,Negative
540,covid makin dekat sudah keluarga sendiri untungnya ada sengklek pola pikirnya gegara belom dpt vaksin,"covid is getting closer and closer, already with his own family, fortunately there is a complicated mindset because he hasn't gotten a vaccine yet",0.4,Positive
541,dame sarah gilbert salah satu ilmuwan balik terciptanya vaksin astrazeneca mengaku enggan mengambil penuh hak paten harga vaksin covid ciptaannya murah global videokompas,"dame sarah gilbert, one of the scientists behind the creation of the astrazeneca vaccine, admits that she is reluctant to take full patent rights, the price of her covid vaccine is cheap, global videokompas",0.25,Positive
542,alhamdulillah vaksin tahap akan digelar kegiatan sebagai wujud kepedulian menyukseskan program vaksinasi covid dicanangkan pemerintah dompet dhuafa melalui layanan kesehatan hanya lkc,"thank god, the vaccine stage will be held as a form of concern for the success of the covid vaccination program launched by the dompet dhuafa government through health services only lkc",0.15,Positive
543,vaksin walk golongan tercicir dapat janji temu badan bertindak imunisasi covid citf kenyataannya memaklumkan inisiatif bukan untuk orang ramai sudah diberikan janji temu masing masing,"vaccine walk group dropouts get an appointment for the citf covid immunization body, the truth is that the initiative is not for the public, they have already been given an appointment",0.0,Positive
544,hai sobatpro vaksinasi covid bisa bantu pandemi segera mereda hingga berakhir vaksin memicu sistem kekebalan tubuh melawan virus covid apa sajakah vaksin ditetapkan kemenkes simak yuk covid pandemi vaksinasi vaksincovid,"hi friends, covid vaccinations can help the pandemic subside soon until it ends. vaccines trigger the body's immune system to fight the covid virus.",0.0,Positive
545,makanan penderita covid usi vaksin,food for people with covid usi vaccine,0.0,Positive
546,negara sudah mulai bebas covid warga bikini batem debatin vaksin ckckck,"the country has started to be covid-free, bikini batem residents are debating the ckckck vaccine",0.4,Positive
547,berita lama tahun ada covid jangan upload sekarang banyak dikasih caption hoax vaksin covid,"old news, there is covid, don't upload it now, lots of captions for the covid vaccine hoax",0.1,Positive
548,pernah covid positif pernah bulan juni kemaren nyokap alhamdulillah gejalanya mentok gejala ringan meski hasil rontgen obs pneumonia denger mau vaksin tahap gass tugas banyak byk harus lindungin rumah tiap hari pulker tenang bro,"i've had positive covid, i've had it last june, thank god, the symptoms are stuck, the symptoms are mild, even though the x-ray results, obs pneumonia, i heard that you want the gas phase vaccine, there are lots of tasks, you have to protect the house every day, calm down, bro.",0.2803030303030303,Positive
549,johor kata lajukan vaksin bukan lajukan kes covid,"the catchphrase is to speed up vaccines, not speed up covid cases",-0.2,Negative
550,q slesai vaksin kedua sinovac bln februari bulan mei terpapar covid rumah sakit alhamdulilah ada sesak demam cm anosmia ageusia pilek ngaruh kok vaksinnya stidakny menularkan klrg dirumah,"q: finished the second sinovac vaccine in february, may was exposed to covid-19 at the hospital, thank god, there is shortness of breath, cm anosmia ageusia, the cold affects how come the vaccine doesn't infect the family at home",0.0,Positive
551,sekarang acara tv dipenuhin sama berita covid vaksin berita kecelakaan banjir angin puting beliung kebakaran kemana hilang seketika,"now tv shows are filled with news about covid, vaccines, news about accidents, floods, tornadoes where fires disappear instantly",0.0,Positive
552,vaksin gua vaksin tadi covid selesai,"vaccine i vaccine just now, covid is over",0.0,Positive
553,wagub papua barat imbau warga terhasut kabar bohong bahaya vaksin covid papuanlivesmatter,deputy governor of west papua urges residents to be incited by false news about the dangers of the papuan live-matter covid vaccine,0.0,Positive
554,sebanyak warga kota ruteng mendapatkan vaksin covid berlangsung halaman kantor kejari manggarai publisherstory,as many as ruteng city residents getting the covid vaccine took place at the manggarai publisherstory prosecutor's office page,0.0,Positive
555,betullah cakap tu ni nd dose kalau angin sahaja sama mcm vaksin kena covid,you're right in saying that the dose for wind alone is the same as the vaccine for covid,0.1428571428571428,Positive
556,dok utk vaksin wait see bae orang kelurga jadi nakes sudah x vaksin kelima nya positif covid menulari keluarga jadi beranggapan vaksin dikasih keluarga vaksin gagal keluarga lain menunggu vaksin benar paten,"doc, for the vaccine, wait see, if the family becomes a health worker, the fifth vaccine is positive for covid, infecting the family, so they think the vaccine is given to the family, the vaccine fails, other families are waiting for the vaccine to be patented",-0.2575757575757575,Negative
557,langkah berani amat kehadapan uk tahniah kerajaan uk pm uk amat menyokong langkah berani fakta tambahan rakyat uk di vaksin sepenuhnya bbc news july england covid restrictions ease as pm urges caution,very brave step forward uk congratulations uk government pm uk very much supports bold step additional facts uk people are fully vaccinated bbc news july england covid restrictions ease as pm urges caution,0.3777777777777777,Positive
558,semua balik imun masing dah vaksin walaupun baru pertama bokap positif covid kontak lgsg intens hari sm beliau akhirnya ikutan positif nular ke ibu kamu jadilah sekeluarga positif semua sekarang,"everyone has returned to their respective immune systems, they have been vaccinated, even though it is the first time that the father is positive for covid, contact him intensely the day he is finally positive, it will pass on to your mother, be a positive family all now",0.1616883116883117,Positive
559,klaim sesat pandemi covid bencana nasional tentu negara menyediakan vaksinasi gratis masyarakat vaksin berbayar sebenarnya bagus yang mampu vaksin mandiri bisa mempercepat herd immunity,"misguided claims that the covid pandemic is a national disaster, of course the state provides free vaccinations for the public, paid vaccines are actually good, those that are capable of independent vaccines can accelerate herd immunity",0.3028571428571428,Positive
560,tidak sabar nak ambik vaksin nak akhiri perjalanan covid bersama korang bangga ambik vaksin jom landaikan lekuk keberjangkitan bantu membentuk immuniti kelompok bersama sama,"i can't wait to take the vaccine, i want to end the covid journey with you, i'm proud to take the vaccine, let's go down the curve of infectivity, help form group immunity together",0.39375,Positive
561,ada terima kasih nya sama sekali wartawan media masa covid kalian merengek minta vaksin kalian juga bagian orang orang pertama kali mendapatkan vaksin eeeh dapat vaksin kayak gini balasan kalian,thank you at all for the media journalists during the covid you whined for your vaccine also for the first time people got the vaccine eeeh got a vaccine like this your reply,0.25,Positive
562,bukan nolak lebih takut denger berita banyak efek sampingnya dikasih arahan negara pro vaksin angka kematian akibat covid lebih rendah drpd negara menolak vaksin kalau kena covid itu musibsh seenggaknya sudah ikhtiar di vaksin,"instead of refusing, i'm more afraid to hear the news, there are many side effects, given directives from pro-vaccine countries, the death rate due to covid is lower than countries refusing vaccines.",0.055,Positive
563,bingung deh sudah sembuh dri covid terakhir bulan atau juni kemarin terus kalau mau pergi perjalanan darat masa ppkm gimana nunjukin kartu vaksinnya belum vaksin,"i'm confused, i've recovered from covid last month or last june, if i want to go on a land trip during ppkm, how do i show my vaccine card, i haven't had a vaccine",-0.2,Negative
564,ibu nakes lagi sibuk tugas mulia ngurus vaksin covid wkwkwk,health workers are busy with the noble task of taking care of the covid vaccine,0.35,Positive
565,baru dosis pertama awalnya percaya hoax terus suicidal akhirnya mau vaksin tidak mati kena covid malah gejala apapun canda,"only the first dose initially believed in hoaxes and continued to be suicidal. in the end, i wanted the vaccine not to die from covid, instead of having any symptoms, just a joke",0.0625,Positive
566,ibuku males mau nonton berita berita covid kalau keluar rumah pake masker berita vaksin langsung cari info ngajakin kakek nenek aku vaksin alhamdulillah semua orang rumah vaksih adek masih dibawah umur,"my mother doesn't want to watch the covid news. if she leaves the house wearing a mask, she immediately looks for information on getting my grandparents vaccinated, thank god everyone at home vaccinate my younger sibling.",-0.25,Negative
567,tinjau vaksin pelajar bsd kepala bin budi gunawan sebut ada proteksi covid sebaik vaksin via,"reviewing bsd student vaccines, chief bin budi gunwan, said that there is covid protection as good as the via vaccine",0.0,Positive
568,disuruh taat prokes banyak melanggar disuruh jangan mudik nekat mudik disuruh vaksin percaya menolak dikasih data statistik soal covid dituduh pemerintah manipulasi data kasus naik nyalahin pemerintah,ordered to comply with the prokes many violations told not to go home recklessly told to vaccinate confidence refused to be given statistical data about covid accused by government of manipulating case data up blamed on government,-0.3,Negative
569,selamat taiwan semoga vaksin tersebut efektif melawan covid beserta varian ada,"congratulations taiwan, i hope the vaccine is effective against covid and its variants",0.6,Positive
570,taiwan setujui kandidat vaksin covid medigen,taiwan approves covid medigen vaccine candidate,0.0,Positive
571,kemungkinan hanya bupati kebumen inkompeten lurah dibawah yang masa bodo trlalu prduli aturan pimpinan nyatanya tempat mayoritas mau vaksin tidak percaya covid kata kalau sakit rumah sakit appun jenis sakit sekarang di covidkan miris,maybe only the regent of kebumen is an incompetent lurah below who doesn't care too much about the rules of the leadership in fact where the majority want vaccines they don't believe in covid said if they are sick in a hospital whatever type of pain they are now in covid is sad,0.0,Positive
572,kalau pernah kena covid blm bulan sejak dinyatakan sembuh blm ikut vaksin alasannya utamanya ya makasiii,"if you've had covid, it hasn't been months since you were declared cured, you haven't taken the vaccine, the main reason is that, thanks",0.1666666666666666,Positive
573,jumlah pemberian dos vaksin covid julai lindungdirilindungsemua menangbersama jabatanpenerangan japenpenang keliabaqang,number of doses of covid vaccine july protect yourself protect all win together information office japen penang keliabaqang,0.5,Positive
574,ehh bnyak plak kes vaksin covid ccuk xtekan ahhh ak plak risau ak demam sehari lapa hr tgan mmg lenguh rse btul la tu en kot,"ehh there are a lot of plaques in the case of the covid vaccine, i can't press ahhh, i have plaques, i'm worried that i have a fever, what day or day is it?",0.5,Positive
575,vaksin indo pilih asal pilih rumah sakit swasta buk kok positif covid ke rumah sakit milik negara rujukan bayar sendiri bisa bayarnya mahal bisa sampai jtaan,"indo vaccine, choose as long as you choose a private hospital, why don't you go positive for covid to a referral state-owned hospital, you can pay yourself, it can be expensive, it can reach millions",-0.0806818181818181,Negative
576,tipe orang kalau meninggal akibat covid dibilang takdir dicovidkan giliran vaksin gantian nyalahin vaksin susah susah berdebat sama orang berilmu tu,the type of person who dies due to covid is said to be fate of being infected with the covid,-0.5,Negative
577,akan selalu ajak orang utk wajib vaksin ada bukti benefit over the risk meanwhile mengedukasi vaksin ad skr eksperimen tutup mata ada orang termakan omongan menderita covid,"will always ask people to make mandatory vaccines, there is evidence of benefits over the risk, meanwhile, educating vaccines is now an experiment, closing their eyes, there are people who are consumed by the talk of suffering from covid",0.0,Positive
578,pakai gelang pink keluar rumah pegi supermarket dah positive covid lepastu pegi tempat vaksin harapan boleh amek vaksin tu jugak apa masalah orang tidak faham ni ea,"put on a pink bracelet, go out of the house, go to the supermarket, you're positive for covid, then go to the vaccine place, hope you can get the vaccine, what's the problem with people not understanding",-0.1,Negative
579,kl orang terdekat butuh sangat insyaallah bersedia penyintas covid gejala sedang goldar b bb masuk syarat blm pernah hamil melahirkan dinyatakan covid juni negatif covid juli tidak bergejala dr minggu ketiga pernah vaksin covid,"if the closest person really needs it, god willing, they are willing to be a survivor of covid, the symptoms are goldar b bb, the condition is that they have never been pregnant before giving birth, they are declared covid june negative, covid july, asymptomatic from the third week, they have had a covid vaccine",0.1222222222222221,Positive
580,gua kesel sangat sma tetangga gua bebal sangat gamau vaksin masi gapercaya sma covid td gua bru dpt info rt jaga jarak dlu sma tetangga gua suaminy positif dn istrinya terpapar bikin gua mkin kesel masi keliling sekarang pdhl mukany pucet sangat,"i'm very annoyed with my neighbors, i'm very ignorant, i really don't want vaccines, i still don't believe in covid, i just got info from the household to keep my distance from my neighbors, my husband is positive and his wife is exposed, making me even more annoyed, still going around now, even though my face is very pale",-0.2125454545454545,Negative
581,silakan diam tidak usa byk bacot kalau berpendapat menerima vaksin covid menjadi bagian eksperimen jangan ajak orang vaksin faktanya vaksin yang kmu blg eksperimen terbukti mengurangi resiko keparahan resiko kematian,"please be quiet, don't talk too much, if you think that receiving the covid vaccine will be part of the experiment, don't invite people to the vaccine.",0.0,Positive
582,bnyk anti vaksin anti masker covid denial,lots of anti-vaccine anti-covid denial masks,0.5,Positive
583,penduduk kl selangor mempunyai janji temu selepas ogos walk di ppv menerima vaksin covid termasuk yang tidak mempunyai dokumen pengenalan perjalanan,"kl selangor residents have an appointment after the august walk at ppv to receive the covid vaccine, including those who do not have travel identification documents",0.0,Positive
584,sekarang seluruh dunia sedang membicarakannya termasuk terakhir new york sebagainya sudah terbit jurnal pubmed isinya dendritic cell vaccine immunotherapy vaksin nusantara the begining of the end cancer covid,"now the whole world is talking about it, including most recently new york and so on. a pubmed journal has been published containing dendritic cell vaccine immunotherapy, the archipelago vaccine, the beginning of the end cancer covid.",0.1121212121212121,Positive
